订单号,成交时间,商品ID,商品名称,数量,单价,实付金额,运费,优惠金额,买家ID,退款状态,订单状态,备注
TB0001450,2026-08-12 08:04:18,2891949,食品生鲜-商品1949,1,41.7,41.7,0,0,1003239,未退款,已完成,
TB0001451,2026-08-12 06:59:28,4367195,母婴玩具-商品7195,1,92.02,92.02,0,0,1003249,未退款,已完成,
TB0001452,2026-08-12 07:11:06,4172446,家居日用-商品2446,1,153.57,153.57,0,0,1003249,未退款,已完成,
TB0001453,2026-08-12 07:27:44,559663,服饰鞋包-商品9663,1,140.91,140.91,0,0,1003249,未退款,已完成,
TB0001453,2026-08-12 07:27:44,3022799,图书文创-商品2799,1,14.58,14.58,0,0,1003249,未退款,已完成,
TB0001453,2026-08-12 07:27:44,5081528,母婴玩具-商品1528,1,129.27,129.27,0,0,1003249,未退款,已完成,
TB0001453,2026-08-12 07:27:44,532145,母婴玩具-商品2145,1,159.91,159.91,0,0,1003249,未退款,已完成,
TB0001454,2026-08-12 10:15:37,3264019,运动户外-商品4019,1,220.6,220.6,0,0,1003250,未退款,已完成,
TB0001455,2026-08-12 04:39:13,5050090,运动户外-商品0090,1,279.67,279.67,0,0,1003264,未退款,已完成,
TB0001455,2026-08-12 04:39:13,422516,运动户外-商品2516,1,174.98,174.98,0,0,1003264,未退款,已完成,
TB0001456,2026-08-12 08:13:08,3403515,服饰鞋包-商品3515,1,160.31,160.31,0,0,1003264,未退款,已完成,
TB0001457,2026-08-04 04:59:28,1239409,母婴玩具-商品9409,1,191.38,191.38,0,0,1003273,未退款,已完成,
TB0001458,2026-08-07 13:41:37,482844,服饰鞋包-商品2844,1,149.88,149.88,0,0,1003273,未退款,已完成,
TB0001459,2026-08-07 13:47:06,531962,运动户外-商品1962,1,74.4,74.4,0,0,1003273,已退款,已退款,
TB0001460,2026-08-12 04:37:58,2005808,运动户外-商品5808,1,111.08,111.08,0,0,1003273,未退款,已完成,
TB0001461,2026-08-07 14:58:38,3531339,食品生鲜-商品1339,1,39.4,39.4,0,0,1003274,未退款,已完成,
TB0001462,2026-08-07 12:24:38,821287,美妆个护-商品1287,1,255.8,255.8,0,0,1003281,未退款,已完成,
TB0001463,2026-08-10 02:39:36,105416,数码家电-商品5416,1,314.93,314.93,0,0,1003283,未退款,已完成,
TB0001464,2026-08-11 15:45:26,4308503,家居日用-商品8503,1,17.25,17.25,0,0,1003292,未退款,已完成,
TB0001465,2026-08-05 03:44:42,3057515,母婴玩具-商品7515,1,52.85,52.85,0,0,1003293,未退款,已完成,
TB0001466,2026-08-04 05:02:00,1315383,服饰鞋包-商品5383,1,153.43,153.43,0,0,1003296,未退款,已完成,
TB0001467,2026-08-11 09:12:28,3513748,美妆个护-商品3748,1,186.25,186.25,0,0,1003296,未退款,已完成,
TB0001468,2026-08-04 14:23:51,3983507,运动户外-商品3507,1,310.58,310.58,0,0,1003298,未退款,已完成,
TB0001469,2026-08-05 22:04:18,4688729,图书文创-商品8729,1,56.72,56.72,0,0,1003306,未退款,已完成,
TB0001470,2026-08-10 05:23:51,4953632,运动户外-商品3632,1,145.94,145.94,0,0,1003319,未退款,已完成,
TB0001471,2026-08-10 10:39:14,3294739,美妆个护-商品4739,1,221.37,221.37,0,0,1003319,未退款,已完成,
TB0001472,2026-08-10 15:38:19,1830275,运动户外-商品0275,1,172.41,172.41,0,0,1003319,未退款,已完成,
TB0001473,2026-08-08 16:01:06,5005784,服饰鞋包-商品5784,1,102.56,102.56,0,0,1003321,未退款,已完成,
TB0001473,2026-08-08 16:01:06,3306427,数码家电-商品6427,1,241.97,241.97,0,0,1003321,未退款,已完成,
TB0001473,2026-08-08 16:01:06,2261977,服饰鞋包-商品1977,1,60.49,60.49,0,0,1003321,未退款,已完成,
TB0001474,2026-08-08 16:12:05,4089774,图书文创-商品9774,1,23.56,23.56,0,0,1003321,未退款,已完成,
TB0001475,2026-08-10 07:40:43,1441152,运动户外-商品1152,1,161.31,161.31,0,0,1003321,未退款,已完成,
TB0001476,2026-08-11 16:40:01,1699343,美妆个护-商品9343,1,202.81,202.81,0,0,1003321,未退款,已完成,
TB0001477,2026-08-10 10:28:06,2654055,母婴玩具-商品4055,1,91.21,91.21,0,0,1003326,未退款,已完成,
TB0001478,2026-08-05 13:05:21,3021322,食品生鲜-商品1322,1,47.83,47.83,0,0,1003329,未退款,已完成,
TB0001479,2026-08-06 12:40:34,546722,美妆个护-商品6722,1,278.04,278.04,0,0,1003329,未退款,已完成,
TB0001480,2026-08-11 02:59:51,1602647,家居日用-商品2647,1,134.48,134.48,0,0,1003332,未退款,已完成,
TB0001480,2026-08-11 02:59:51,1102872,家居日用-商品2872,1,136.86,136.86,0,0,1003332,未退款,已完成,
TB0001481,2026-08-11 03:45:46,732202,数码家电-商品2202,1,273.34,273.34,0,0,1003332,未退款,已完成,
TB0001482,2026-08-09 04:09:34,87212,图书文创-商品7212,1,14.68,14.68,0,0,1003341,未退款,已完成,
TB0001483,2026-08-09 10:05:20,350877,图书文创-商品0877,1,21.95,21.95,0,0,1003341,未退款,已完成,
TB0001484,2026-08-10 17:28:18,3804777,图书文创-商品4777,1,51.51,51.51,0,0,1003341,未退款,已完成,
TB0001485,2026-08-06 08:44:19,4625504,数码家电-商品5504,1,509.23,509.23,0,0,1003343,未退款,已完成,
TB0001485,2026-08-06 08:44:19,5067173,美妆个护-商品7173,1,284.19,284.19,0,0,1003343,未退款,已完成,
TB0001486,2026-08-06 10:33:13,2983410,家居日用-商品3410,1,92.99,92.99,0,0,1003343,未退款,已完成,
TB0001487,2026-08-12 12:53:27,3894205,母婴玩具-商品4205,1,31.11,31.11,0,0,1003348,未退款,已完成,
TB0001488,2026-08-04 06:56:24,855191,美妆个护-商品5191,1,230.94,230.94,0,0,1003351,未退款,已完成,
TB0001489,2026-08-04 14:53:10,855191,美妆个护-商品5191,1,88.15,88.15,0,0,1003351,未退款,已完成,
TB0001490,2026-08-10 03:41:29,855191,美妆个护-商品5191,1,67.17,67.17,0,0,1003351,未退款,已完成,
TB0001491,2026-08-10 12:51:37,2078526,美妆个护-商品8526,1,66.94,66.94,0,0,1003351,未退款,已完成,
TB0001492,2026-08-12 09:08:07,855191,美妆个护-商品5191,1,83.79,83.79,0,0,1003351,未退款,已完成,
TB0001493,2026-08-04 19:31:31,4103622,服饰鞋包-商品3622,1,39.69,39.69,0,0,1003359,未退款,已完成,
TB0001494,2026-08-05 00:50:30,136182,数码家电-商品6182,1,132.01,132.01,0,0,1003390,未退款,已完成,
TB0001495,2026-08-05 00:59:52,4856688,数码家电-商品6688,1,359.35,359.35,0,0,1003390,未退款,已完成,
TB0001496,2026-08-05 14:40:51,4601811,食品生鲜-商品1811,1,18.86,18.86,0,0,1003390,未退款,已完成,
TB0001497,2026-08-11 15:33:12,1720288,美妆个护-商品0288,1,195.2,195.2,0,0,1003390,未退款,已完成,
TB0001498,2026-08-08 13:41:24,2603919,食品生鲜-商品3919,1,21.14,21.14,0,0,1003397,未退款,已完成,
TB0001499,2026-08-09 06:54:23,379359,数码家电-商品9359,1,577.72,577.72,0,0,1003397,未退款,已完成,
TB0001500,2026-08-04 13:33:53,1073943,服饰鞋包-商品3943,1,163.33,163.33,0,0,1003410,未退款,已完成,
TB0001501,2026-08-11 02:11:14,3586,食品生鲜-商品3586,1,80.91,80.91,0,0,1003410,未退款,已完成,
TB0001502,2026-08-07 03:31:50,3275435,食品生鲜-商品5435,1,69.42,69.42,0,0,1003422,未退款,已完成,
TB0001503,2026-08-12 04:35:53,3985341,美妆个护-商品5341,1,85.45,85.45,0,0,1003422,未退款,已完成,
TB0001503,2026-08-12 04:35:53,1731104,食品生鲜-商品1104,1,98.7,98.7,0,0,1003422,未退款,已完成,
TB0001504,2026-08-04 09:02:25,2748554,母婴玩具-商品8554,1,63.75,63.75,0,0,1003428,未退款,已完成,
TB0001505,2026-08-07 03:50:59,311679,美妆个护-商品1679,1,194.35,194.35,0,0,1003428,未退款,已完成,
TB0001506,2026-08-08 01:25:03,2748554,母婴玩具-商品8554,1,132.68,132.68,0,0,1003428,未退款,已完成,
TB0001507,2026-08-09 04:16:55,3556727,美妆个护-商品6727,1,30.08,30.08,0,0,1003428,未退款,已完成,
TB0001508,2026-08-10 04:01:16,2962918,母婴玩具-商品2918,1,53.46,53.46,0,0,1003428,已退款,已退款,
TB0001509,2026-08-10 05:08:50,2979691,母婴玩具-商品9691,1,149.19,149.19,0,0,1003428,未退款,已完成,
TB0001510,2026-08-10 12:03:22,1578882,母婴玩具-商品8882,1,141.96,141.96,0,0,1003428,已退款,已退款,
TB0001511,2026-08-11 08:42:58,3256426,图书文创-商品6426,1,14.62,14.62,0,0,1003428,未退款,已完成,
TB0001512,2026-08-07 13:16:31,4531551,美妆个护-商品1551,1,133.11,133.11,0,0,1003432,已退款,已退款,
TB0001513,2026-08-10 02:51:40,46419,数码家电-商品6419,1,578.83,578.83,0,0,1003440,未退款,已完成,
TB0001514,2026-08-10 02:54:46,46419,数码家电-商品6419,1,739.86,739.86,0,0,1003440,未退款,已完成,
TB0001515,2026-08-09 06:07:28,4216747,运动户外-商品6747,1,237.27,237.27,0,0,1003457,未退款,已完成,
TB0001516,2026-08-12 11:56:58,976311,服饰鞋包-商品6311,1,153.93,153.93,0,0,1003463,未退款,已完成,
TB0001517,2026-08-06 14:54:22,3964583,运动户外-商品4583,1,330.06,330.06,0,0,1003467,未退款,已完成,
TB0001518,2026-08-04 17:43:09,310724,食品生鲜-商品0724,1,79.34,79.34,0,0,1003475,未退款,已完成,
TB0001519,2026-08-04 09:52:33,4808644,美妆个护-商品8644,1,219.9,219.9,0,0,1003479,未退款,已完成,
TB0001520,2026-08-05 02:16:09,1672867,图书文创-商品2867,1,53.77,53.77,0,0,1003479,已退款,已退款,
TB0001521,2026-08-04 06:58:38,3153814,家居日用-商品3814,1,111.08,111.08,0,0,1003492,未退款,已完成,
TB0001522,2026-08-10 13:55:22,1829120,运动户外-商品9120,1,186.58,186.58,0,0,1003492,未退款,已完成,
TB0001523,2026-08-04 04:39:37,5001166,数码家电-商品1166,1,523.81,523.81,0,0,1003499,未退款,已完成,
TB0001524,2026-08-04 10:09:35,267571,家居日用-商品7571,1,105.63,105.63,0,0,1003509,未退款,已完成,
TB0001524,2026-08-04 10:09:35,4606784,家居日用-商品6784,1,48.68,48.68,0,0,1003509,未退款,已完成,
TB0001525,2026-08-05 17:18:51,3890912,数码家电-商品0912,1,157.78,157.78,0,0,1003509,未退款,已完成,
TB0001526,2026-08-12 05:29:42,5009684,食品生鲜-商品9684,1,59.25,59.25,0,0,1003509,未退款,已完成,
TB0001527,2026-08-04 01:32:42,3182891,美妆个护-商品2891,1,160.98,160.98,0,0,1003510,未退款,已完成,
TB0001528,2026-08-04 01:35:10,853003,数码家电-商品3003,1,379.05,379.05,0,0,1003510,未退款,已完成,
TB0001529,2026-08-06 08:10:12,2633831,美妆个护-商品3831,1,200.13,200.13,0,0,1003510,未退款,已完成,
TB0001530,2026-08-10 14:30:44,702871,图书文创-商品2871,1,39.55,39.55,0,0,1003510,已退款,已退款,
TB0001531,2026-08-10 14:34:05,4431957,数码家电-商品1957,1,107.73,107.73,0,0,1003510,未退款,已完成,
TB0001532,2026-08-11 12:54:04,2165246,数码家电-商品5246,1,101.22,101.22,0,0,1003510,未退款,已完成,
TB0001533,2026-08-12 01:27:30,2571093,运动户外-商品1093,1,318.03,318.03,0,0,1003510,已退款,已退款,
TB0001534,2026-08-05 12:21:01,4121158,食品生鲜-商品1158,1,9.78,9.78,0,0,1003512,已退款,已退款,
TB0001535,2026-08-11 07:04:28,759857,家居日用-商品9857,1,149.2,149.2,0,0,1003514,未退款,已完成,
TB0001536,2026-08-12 08:00:23,2030176,美妆个护-商品0176,1,69.0,69.0,0,0,1003514,未退款,已完成,
TB0001537,2026-08-05 10:45:51,2269435,母婴玩具-商品9435,1,174.04,174.04,0,0,1003531,未退款,已完成,
TB0001538,2026-08-05 10:52:27,4973819,母婴玩具-商品3819,1,19.56,19.56,0,0,1003531,未退款,已完成,
TB0001538,2026-08-05 10:52:27,1121148,运动户外-商品1148,1,72.3,72.3,0,0,1003531,未退款,已完成,
TB0001539,2026-08-04 08:18:51,636630,食品生鲜-商品6630,1,8.34,8.34,0,0,1003550,未退款,已完成,
TB0001540,2026-08-08 06:18:03,1855368,运动户外-商品5368,1,267.22,267.22,0,0,1003550,未退款,已完成,
TB0001541,2026-08-05 10:46:02,1610594,家居日用-商品0594,1,63.93,63.93,0,0,1003553,未退款,已完成,
TB0001542,2026-08-05 10:49:49,669226,图书文创-商品9226,1,31.78,31.78,0,0,1003553,未退款,已完成,
TB0001543,2026-08-04 08:17:12,3627243,家居日用-商品7243,1,58.72,58.72,0,0,1003559,未退款,已完成,
TB0001544,2026-08-07 02:06:32,5135699,数码家电-商品5699,1,227.88,227.88,0,0,1003559,未退款,已完成,
TB0001545,2026-08-10 07:56:11,2442300,母婴玩具-商品2300,1,20.86,20.86,0,0,1003559,未退款,已完成,
TB0001546,2026-08-12 04:40:12,1966310,运动户外-商品6310,1,187.22,187.22,0,0,1003559,未退款,已完成,
TB0001547,2026-08-07 14:42:59,652867,美妆个护-商品2867,1,163.05,163.05,0,0,1003561,未退款,已完成,
TB0001548,2026-08-08 02:17:32,4267818,图书文创-商品7818,1,34.61,34.61,0,0,1003561,未退款,已完成,
TB0001549,2026-08-11 07:51:43,4270604,服饰鞋包-商品0604,1,124.82,124.82,0,0,1003561,未退款,已完成,
TB0001550,2026-08-12 01:18:56,4267818,图书文创-商品7818,1,62.8,62.8,0,0,1003561,未退款,已完成,
TB0001551,2026-08-06 15:12:36,4411483,家居日用-商品1483,1,141.53,141.53,0,0,1003562,未退款,已完成,
TB0001552,2026-08-09 04:18:17,2438202,数码家电-商品8202,1,175.6,175.6,0,0,1003562,未退款,已完成,
TB0001553,2026-08-10 08:01:15,3482389,运动户外-商品2389,1,198.15,198.15,0,0,1003562,未退款,已完成,
TB0001554,2026-08-12 14:33:51,4965908,图书文创-商品5908,1,14.33,14.33,0,0,1003562,未退款,已完成,
TB0001555,2026-08-05 03:01:09,1201211,家居日用-商品1211,1,151.93,151.93,0,0,1003571,未退款,已完成,
TB0001556,2026-08-08 05:08:10,1890339,服饰鞋包-商品0339,1,89.42,89.42,0,0,1003571,未退款,已完成,
TB0001557,2026-08-05 04:34:08,2568841,食品生鲜-商品8841,1,10.33,10.33,0,0,1003584,未退款,已完成,
TB0001558,2026-08-09 06:06:37,3142750,服饰鞋包-商品2750,1,82.62,82.62,0,0,1003584,未退款,已完成,
TB0001559,2026-08-04 10:15:21,2072262,食品生鲜-商品2262,1,28.4,28.4,0,0,1003586,未退款,已完成,
TB0001560,2026-08-09 11:35:28,755119,美妆个护-商品5119,1,110.45,110.45,0,0,1003586,未退款,已完成,
TB0001561,2026-08-09 12:31:13,2884426,运动户外-商品4426,1,329.7,329.7,0,0,1003586,未退款,已完成,
TB0001562,2026-08-10 09:06:40,891962,运动户外-商品1962,1,207.58,207.58,0,0,1003586,未退款,已完成,
TB0001563,2026-08-11 11:26:17,2100246,数码家电-商品0246,1,889.82,889.82,0,0,1003586,未退款,已完成,
TB0001564,2026-08-08 22:16:09,478043,图书文创-商品8043,1,40.26,40.26,0,0,1003598,已退款,已退款,
TB0001565,2026-08-09 05:47:45,320169,数码家电-商品0169,1,631.68,631.68,0,0,1003610,未退款,已完成,
TB0001566,2026-08-10 04:19:06,5042549,母婴玩具-商品2549,1,194.79,194.79,0,0,1003610,未退款,已完成,
TB0001567,2026-08-10 13:45:17,540749,服饰鞋包-商品0749,1,140.82,140.82,0,0,1003610,未退款,已完成,
TB0001568,2026-08-06 04:34:23,4597775,家居日用-商品7775,1,16.17,16.17,0,0,1003611,未退款,已完成,
TB0001569,2026-08-06 07:53:12,3169530,数码家电-商品9530,1,238.76,238.76,0,0,1003611,未退款,已完成,
TB0001570,2026-08-06 07:55:11,3169530,数码家电-商品9530,1,81.18,81.18,0,0,1003611,未退款,已完成,
TB0001571,2026-08-06 10:40:40,551640,服饰鞋包-商品1640,1,83.27,83.27,0,0,1003611,未退款,已完成,
TB0001572,2026-08-06 11:20:14,905484,家居日用-商品5484,1,101.3,101.3,0,0,1003611,未退款,已完成,
TB0001573,2026-08-08 17:30:42,668931,家居日用-商品8931,1,106.75,106.75,0,0,1003611,未退款,已完成,
TB0001574,2026-08-09 10:28:34,1002439,美妆个护-商品2439,1,190.23,190.23,0,0,1003612,未退款,已完成,
TB0001575,2026-08-05 23:20:22,3869229,运动户外-商品9229,1,178.43,178.43,0,0,1003627,未退款,已完成,
TB0001576,2026-08-12 05:43:16,1104473,美妆个护-商品4473,1,149.33,149.33,0,0,1003627,未退款,已完成,
TB0001577,2026-08-07 00:39:26,745201,运动户外-商品5201,1,379.65,379.65,0,0,1003628,未退款,已完成,
TB0001578,2026-08-07 05:12:36,416355,服饰鞋包-商品6355,1,133.72,133.72,0,0,1003628,未退款,已完成,
TB0001579,2026-08-08 02:36:10,1060417,食品生鲜-商品0417,1,33.9,33.9,0,0,1003628,未退款,已完成,
TB0001580,2026-08-12 12:50:25,1023051,母婴玩具-商品3051,1,75.85,75.85,0,0,1003628,未退款,已完成,
TB0001581,2026-08-10 08:51:32,815714,家居日用-商品5714,1,41.55,41.55,0,0,1003629,未退款,已完成,
TB0001582,2026-08-07 08:30:05,1154213,数码家电-商品4213,1,307.63,307.63,0,0,1003643,未退款,已完成,
TB0001583,2026-08-07 08:34:04,1331909,数码家电-商品1909,1,398.55,398.55,0,0,1003643,未退款,已完成,
TB0001584,2026-08-07 08:38:32,4005033,食品生鲜-商品5033,1,16.5,16.5,0,0,1003643,未退款,已完成,
TB0001585,2026-08-08 01:52:06,3466178,数码家电-商品6178,1,885.61,885.61,0,0,1003656,未退款,已完成,
TB0001586,2026-08-09 06:58:09,3788016,运动户外-商品8016,1,46.5,46.5,0,0,1003656,未退款,已完成,
TB0001587,2026-08-09 07:11:51,5059698,数码家电-商品9698,1,165.26,165.26,0,0,1003656,未退款,已完成,
TB0001588,2026-08-10 04:10:41,3044459,服饰鞋包-商品4459,1,121.71,121.71,0,0,1003656,未退款,已完成,
TB0001589,2026-08-11 05:33:03,1221336,母婴玩具-商品1336,1,45.37,45.37,0,0,1003656,未退款,已完成,
TB0001590,2026-08-12 06:38:15,2779154,图书文创-商品9154,1,33.06,33.06,0,0,1003656,未退款,已完成,
TB0001591,2026-08-04 06:54:18,5022571,服饰鞋包-商品2571,1,106.76,106.76,0,0,1003685,未退款,已完成,
TB0001592,2026-08-10 02:27:55,2584329,家居日用-商品4329,1,96.16,96.16,0,0,1003693,未退款,已完成,
TB0001593,2026-08-08 12:45:32,2092730,数码家电-商品2730,1,728.19,728.19,0,0,1003703,未退款,已完成,
TB0001594,2026-08-08 12:50:02,1317339,数码家电-商品7339,1,124.55,124.55,0,0,1003703,未退款,已完成,
TB0001595,2026-08-08 04:05:17,1538620,母婴玩具-商品8620,1,100.99,100.99,0,0,1003707,未退款,已完成,
TB0001596,2026-08-08 13:16:30,2846658,母婴玩具-商品6658,1,158.48,158.48,0,0,1003707,未退款,已完成,
TB0001597,2026-08-12 14:31:41,5048238,美妆个护-商品8238,1,251.93,251.93,0,0,1003707,未退款,已完成,
TB0001598,2026-08-06 00:57:05,1436899,图书文创-商品6899,1,59.26,59.26,0,0,1003711,未退款,已完成,
TB0001599,2026-08-06 01:12:47,1070612,服饰鞋包-商品0612,1,196.24,196.24,0,0,1003711,未退款,已完成,
TB0001600,2026-08-09 11:24:10,698881,数码家电-商品8881,1,203.12,203.12,0,0,1003711,未退款,已完成,
TB0001601,2026-08-04 15:50:40,4727640,家居日用-商品7640,1,26.72,26.72,0,0,1003716,未退款,已完成,
TB0001602,2026-08-04 16:23:28,1142662,食品生鲜-商品2662,1,42.17,42.17,0,0,1003716,未退款,已完成,
TB0001603,2026-08-07 07:56:19,4416136,数码家电-商品6136,1,460.87,460.87,0,0,1003716,未退款,已完成,
TB0001604,2026-08-08 02:29:26,3516903,家居日用-商品6903,1,53.99,53.99,0,0,1003716,未退款,已完成,
TB0001605,2026-08-09 15:29:45,1780583,运动户外-商品0583,1,207.94,207.94,0,0,1003716,未退款,已完成,
TB0001606,2026-08-12 05:44:58,3329070,家居日用-商品9070,1,79.51,79.51,0,0,1003716,未退款,已完成,
TB0001607,2026-08-12 11:02:57,1243868,家居日用-商品3868,1,84.5,84.5,0,0,1003716,未退款,已完成,
TB0001608,2026-08-12 13:03:23,3602299,服饰鞋包-商品2299,1,98.0,98.0,0,0,1003716,未退款,已完成,
TB0001609,2026-08-12 15:01:26,4247846,数码家电-商品7846,1,771.59,771.59,0,0,1003716,未退款,已完成,
TB0001610,2026-08-03 23:06:49,2994876,服饰鞋包-商品4876,1,134.9,134.9,0,0,1003724,未退款,已完成,
TB0001611,2026-08-04 13:22:46,4697569,数码家电-商品7569,1,549.65,549.65,0,0,1003724,未退款,已完成,
TB0001612,2026-08-09 07:38:03,4997111,运动户外-商品7111,1,346.84,346.84,0,0,1003724,未退款,已完成,
TB0001613,2026-08-09 14:28:50,3909525,图书文创-商品9525,1,55.07,55.07,0,0,1003724,未退款,已完成,
TB0001614,2026-08-10 03:01:42,1197299,家居日用-商品7299,1,50.24,50.24,0,0,1003724,未退款,已完成,
TB0001615,2026-08-11 09:16:52,2872572,母婴玩具-商品2572,1,133.84,133.84,0,0,1003725,未退款,已完成,
TB0001616,2026-08-05 12:32:43,152384,母婴玩具-商品2384,1,96.79,96.79,0,0,1003733,未退款,已完成,
TB0001617,2026-08-04 02:36:39,3336250,食品生鲜-商品6250,1,77.82,77.82,0,0,1003740,未退款,已完成,
TB0001618,2026-08-06 14:35:47,252082,服饰鞋包-商品2082,1,104.97,104.97,0,0,1003740,未退款,已完成,
TB0001619,2026-08-10 15:39:57,3057515,母婴玩具-商品7515,1,189.73,189.73,0,0,1003740,未退款,已完成,
TB0001620,2026-08-08 06:44:04,2802101,家居日用-商品2101,1,117.77,117.77,0,0,1003743,已退款,已退款,
TB0001621,2026-08-12 12:27:39,4481260,母婴玩具-商品1260,1,74.88,74.88,0,0,1003748,未退款,已完成,
TB0001622,2026-08-08 06:47:03,3402483,家居日用-商品2483,1,46.62,46.62,0,0,1003756,未退款,已完成,
TB0001623,2026-08-11 02:58:10,3534563,食品生鲜-商品4563,1,73.09,73.09,0,0,1003757,未退款,已完成,
TB0001624,2026-08-11 01:53:16,68814,数码家电-商品8814,1,452.6,452.6,0,0,1003761,未退款,已完成,
TB0001625,2026-08-10 08:39:40,847944,食品生鲜-商品7944,1,68.31,68.31,0,0,1003766,未退款,已完成,
TB0001626,2026-08-12 14:23:51,2332631,图书文创-商品2631,1,50.43,50.43,0,0,1003766,未退款,已完成,
TB0001627,2026-08-04 12:09:42,413179,美妆个护-商品3179,1,261.02,261.02,0,0,1003767,未退款,已完成,
TB0001628,2026-08-05 13:37:10,376419,母婴玩具-商品6419,1,84.63,84.63,0,0,1003767,未退款,已完成,
TB0001629,2026-08-08 05:09:56,2035233,数码家电-商品5233,1,766.93,766.93,0,0,1003767,未退款,已完成,
TB0001630,2026-08-09 14:48:07,3685477,食品生鲜-商品5477,1,39.18,39.18,0,0,1003781,未退款,已完成,
TB0001631,2026-08-11 03:31:59,2849849,食品生鲜-商品9849,1,28.14,28.14,0,0,1003781,未退款,已完成,
TB0001632,2026-08-11 03:55:47,1904855,数码家电-商品4855,1,253.04,253.04,0,0,1003781,未退款,已完成,
TB0001633,2026-08-11 04:00:01,1904855,数码家电-商品4855,1,469.88,469.88,0,0,1003781,未退款,已完成,
TB0001634,2026-08-11 11:05:50,2288457,数码家电-商品8457,1,268.3,268.3,0,0,1003781,未退款,已完成,
TB0001635,2026-08-08 07:54:31,1819213,家居日用-商品9213,1,78.27,78.27,0,0,1003782,未退款,已完成,
TB0001636,2026-08-12 08:29:42,1045835,运动户外-商品5835,1,384.41,384.41,0,0,1003782,未退款,已完成,
TB0001637,2026-08-09 14:37:00,267531,美妆个护-商品7531,1,206.96,206.96,0,0,1003792,未退款,已完成,
TB0001638,2026-08-08 22:48:30,2173308,数码家电-商品3308,1,838.71,838.71,0,0,1003807,未退款,已完成,
TB0001639,2026-08-08 19:45:46,4437865,图书文创-商品7865,1,28.54,28.54,0,0,1003821,未退款,已完成,
TB0001640,2026-08-12 14:15:19,2795788,图书文创-商品5788,1,44.09,44.09,0,0,1003821,未退款,已完成,
TB0001641,2026-08-03 23:03:28,4693404,服饰鞋包-商品3404,1,189.63,189.63,0,0,1003826,未退款,已完成,
TB0001642,2026-08-05 14:51:06,2438999,美妆个护-商品8999,1,258.42,258.42,0,0,1003826,未退款,已完成,
TB0001643,2026-08-09 05:56:01,4283121,服饰鞋包-商品3121,1,173.89,173.89,0,0,1003826,未退款,已完成,
TB0001644,2026-08-09 06:44:15,2620370,运动户外-商品0370,1,374.14,374.14,0,0,1003826,未退款,已完成,
TB0001645,2026-08-10 12:32:59,813100,运动户外-商品3100,1,65.46,65.46,0,0,1003826,未退款,已完成,
TB0001646,2026-08-11 03:25:12,3438935,母婴玩具-商品8935,1,45.3,45.3,0,0,1003826,未退款,已完成,
TB0001647,2026-08-12 04:31:38,1412510,食品生鲜-商品2510,1,70.83,70.83,0,0,1003826,未退款,已完成,
TB0001648,2026-08-12 09:32:28,2502168,母婴玩具-商品2168,1,152.78,152.78,0,0,1003826,未退款,已完成,
TB0001649,2026-08-12 09:33:21,4993299,母婴玩具-商品3299,1,41.82,41.82,0,0,1003826,未退款,已完成,
TB0001650,2026-08-12 09:34:22,862929,母婴玩具-商品2929,1,85.06,85.06,0,0,1003826,未退款,已完成,
TB0001651,2026-08-05 05:52:57,4985685,数码家电-商品5685,1,268.92,268.92,0,0,1003837,未退款,已完成,
TB0001652,2026-08-05 05:57:32,3966157,服饰鞋包-商品6157,1,187.85,187.85,0,0,1003837,未退款,已完成,
TB0001653,2026-08-05 06:33:23,760737,家居日用-商品0737,1,44.54,44.54,0,0,1003837,未退款,已完成,
TB0001654,2026-08-08 09:43:17,3966157,服饰鞋包-商品6157,1,35.92,35.92,0,0,1003837,未退款,已完成,
TB0001655,2026-08-09 03:15:29,4618126,数码家电-商品8126,1,897.08,897.08,0,0,1003837,未退款,已完成,
TB0001656,2026-08-10 11:28:31,2085780,运动户外-商品5780,1,337.7,337.7,0,0,1003837,未退款,已完成,
TB0001657,2026-08-11 11:27:21,4403282,服饰鞋包-商品3282,1,87.33,87.33,0,0,1003838,未退款,已完成,
TB0001657,2026-08-11 11:27:21,2880517,服饰鞋包-商品0517,1,60.33,60.33,0,0,1003838,未退款,已完成,
TB0001657,2026-08-11 11:27:21,1516511,服饰鞋包-商品6511,1,181.74,181.74,0,0,1003838,未退款,已完成,
TB0001658,2026-08-09 01:06:17,3264019,运动户外-商品4019,1,46.17,46.17,0,0,1003846,未退款,已完成,
TB0001659,2026-08-10 12:11:52,4435071,家居日用-商品5071,1,52.31,52.31,0,0,1003846,未退款,已完成,
TB0001660,2026-08-04 02:13:00,625129,数码家电-商品5129,1,471.12,471.12,0,0,1003855,未退款,已完成,
TB0001661,2026-08-12 13:24:00,679834,食品生鲜-商品9834,1,34.28,34.28,0,0,1003863,未退款,已完成,
TB0001662,2026-08-11 05:17:21,3535564,食品生鲜-商品5564,1,82.6,82.6,0,0,1003866,未退款,已完成,
TB0001663,2026-08-06 17:16:40,4219427,运动户外-商品9427,1,342.04,342.04,0,0,1003867,未退款,已完成,
TB0001664,2026-08-12 05:41:52,2205329,美妆个护-商品5329,1,293.01,293.01,0,0,1003867,未退款,已完成,
TB0001665,2026-08-04 07:58:07,5101021,母婴玩具-商品1021,1,103.67,103.67,0,0,1003871,未退款,已完成,
